customer_state,total_payment_value,payment_count,principal_payment_type,total_freight,total_weight_g,total_volume_cm3,seller_state_count,category_count,principal_category_by_price,principal_seller_state_by_price,distancia_km
SP,811.46,1,credit_card,12.46,400,2816,1,1,relogios_presentes,SP,85.963408
SP,99.9,1,credit_card,0,584,2288,1,1,relogios_presentes,SP,284.607565
SP,93.85,1,boleto,14.85,950,11907,1,1,utilidades_domesticas,PR,496.298574
SP,157.3,1,credit_card,8.3,275,3136,1,1,relogios_presentes,SP,32.094318
SP,31.75,1,credit_card,11.85,200,2560,1,1,cama_mesa_banho,SP,118.22361
SP,846.7,1,credit_card,36.7,18100,83160,1,1,cama_mesa_banho,SP,305.515217
SP,29.75,1,credit_card,11.85,250,4800,1,1,cama_mesa_banho,SP,286.213178
SP,157.28,1,credit_card,20.38,2083,13524,1,1,esporte_lazer,PR,370.52258
SP,73.59,1,credit_card,12.87,160,1872,1,1,esporte_lazer,SP,387.212992
SP,255.38,1,boleto,55.48,9950,39375,1,1,esporte_lazer,PR,365.487667
SP,47.68,1,debit_card,7.78,200,1408,1,1,brinquedos,SP,26.794435
SP,181.57,1,boleto,15.67,700,5440,1,1,brinquedos,SP,22.437235
RJ,117.43,1,credit_card,18.44,2200,30000,1,1,utilidades_domesticas,SP,339.862931
SP,106.51,1,boleto,12.16,950,20250,1,1,cama_mesa_banho,SP,363.228861
SP,112.09,1,credit_card,12.19,1050,14440,1,1,cama_mesa_banho,SP,145.012455
SP,38.68,1,credit_card,12.69,700,5120,1,1,cama_mesa_banho,SP,139.16409
SP,341.62,1,credit_card,11.72,1100,4096,1,1,informatica_acessorios,SP,95.325968
SP,163.39,1,credit_card,13.49,1956,28350,1,1,cama_mesa_banho,SP,306.028924
RJ,184.73,1,credit_card,15.93,300,1936,1,1,relogios_presentes,SP,622.302443
SP,94.53,1,credit_card,12.53,1060,6120,1,1,beleza_saude,SP,55.271974
SP,87.36,1,credit_card,9.36,1350,12000,1,1,moveis_decoracao,SP,17.746639
SP,151.77,1,credit_card,31.87,12250,78678,1,1,cama_mesa_banho,SP,341.456368
SP,172.71,1,credit_card,16.72,2300,18144,1,1,cama_mesa_banho,SP,307.887944
SP,92.57,1,credit_card,13.57,1150,15870,1,1,utilidades_domesticas,SP,239.182902
SP,162.65,1,boleto,12.75,1800,7616,1,1,cama_mesa_banho,SP,151.895789
SP,61.14,1,credit_card,11.15,600,4096,1,1,utilidades_domesticas,SP,94.537539
RJ,168.16,1,credit_card,18.3,922,7650,1,1,informatica_acessorios,MG,307.173358
RJ,412.18,1,credit_card,52.2,9200,114000,1,1,cama_mesa_banho,SP,506.623926
SP,32.42,1,boleto,13.47,400,2240,1,1,utilidades_domesticas,PR,567.299557
SP,70.97,1,credit_card,13.98,850,18000,1,1,cama_mesa_banho,SP,311.027426
SP,123.75,1,credit_card,13.43,150,990,1,1,beleza_saude,SP,219.734208
SP,269.28,1,credit_card,19.63,400,5040,1,1,beleza_saude,RJ,381.411487
SP,163.44,1,credit_card,34.44,9950,58621,1,1,utilidades_domesticas,MG,259.291309
SP,220.04,1,credit_card,15.04,9750,12600,1,1,cama_mesa_banho,SP,19.38405
SP,164.66,1,credit_card,24.86,5200,30000,1,1,moveis_decoracao,SP,2.311605
SP,51.71,1,credit_card,8.72,200,1232,1,1,brinquedos,SP,16.827195
RJ,297.32,1,credit_card,13.32,1200,7680,1,1,beleza_saude,RJ,117.889544
SP,92.9,1,credit_card,12.9,700,20250,1,1,cama_mesa_banho,SP,301.817154
SP,233.67,1,boleto,59.77,8700,60000,1,1,esporte_lazer,PR,341.748734
RJ,144.31,1,boleto,34.31,3500,18900,1,1,beleza_saude,SP,473.979276
SP,46.93,1,boleto,18.23,250,8075,1,1,esporte_lazer,RJ,588.108841
SP,118.35,1,boleto,8.03,200,990,1,1,beleza_saude,SP,143.892574
RJ,66.1,1,credit_card,16.11,825,2232,1,1,informatica_acessorios,SP,275.729936
SP,72.78,1,credit_card,7.78,250,352,1,1,relogios_presentes,SP,57.425897
RJ,146.4,1,credit_card,22.8,850,7840,1,1,beleza_saude,PR,820.61915
SP,42.33,1,credit_card,9.34,950,14000,1,1,moveis_decoracao,SP,17.547168
SP,162.04,1,credit_card,12.14,1700,7616,1,1,cama_mesa_banho,SP,150.020932
SP,476.66,1,credit_card,46.66,12300,23760,1,1,esporte_lazer,SP,291.385491
SP,143.41,1,credit_card,15.64,200,3000,1,1,beleza_saude,MG,310.173838
SP,32.62,1,boleto,8.72,225,6300,1,1,beleza_saude,SP,7.631815
SP,180.04,1,credit_card,40.34,2250,25132,1,1,cama_mesa_banho,SP,308.682343
RJ,176.64,1,credit_card,51.74,2500,22050,1,1,moveis_decoracao,PR,1032.802631
RJ,150.02,1,credit_card,8.02,400,352,1,1,relogios_presentes,RJ,42.155565
SP,43.45,1,credit_card,9.55,650,4800,1,1,esporte_lazer,SP,80.972861
RJ,356.12,1,credit_card,17.12,363,3042,1,1,relogios_presentes,SP,328.960227
SP,131.26,1,credit_card,15.56,300,2574,1,1,beleza_saude,MG,375.017358
SP,97.59,1,boleto,17.69,1825,20944,1,1,cama_mesa_banho,SP,281.34039
RJ,93.32,1,credit_card,18.33,1813,37788,1,1,cama_mesa_banho,SP,347.511852
SP,167.28,1,credit_card,53.28,16200,108000,1,1,utilidades_domesticas,SP,109.434268
SP,88.29,1,credit_card,8.3,163,3528,1,1,esporte_lazer,SP,40.407154
SP,150.74,1,credit_card,21.74,2800,20000,1,1,moveis_decoracao,PR,328.631066
SP,95.65,1,credit_card,14.66,1650,5148,1,1,beleza_saude,SP,373.015793
RJ,63.52,1,credit_card,14.52,250,352,1,1,relogios_presentes,SP,384.514714
SP,161.29,1,boleto,23.29,5100,54000,1,1,esporte_lazer,PR,327.063299
SP,137.23,1,boleto,12.21,1600,2880,1,1,beleza_saude,SP,95.316927
SP,267,1,credit_card,27,600,4284,1,1,beleza_saude,SP,224.638563
SP,27.29,1,credit_card,7.39,150,4000,1,1,informatica_acessorios,SP,80.535796
SP,55.78,1,boleto,7.78,475,4032,1,1,beleza_saude,SP,47.903635
SP,113.27,1,boleto,14.27,950,13377,1,1,cama_mesa_banho,SP,247.355812
SP,121.37,1,credit_card,11.38,633,5148,1,1,beleza_saude,SP,10.197715
RJ,170.84,1,credit_card,15.84,610,6480,1,1,informatica_acessorios,SP,493.024474
SP,36.46,1,credit_card,7.46,250,352,1,1,relogios_presentes,SP,3.751726
SP,248.52,1,credit_card,18.52,7350,31500,1,1,moveis_decoracao,SP,477.577999
SP,27.36,1,credit_card,7.87,200,6859,1,1,esporte_lazer,SP,17.535364
SP,232.11,1,credit_card,45.11,6350,27500,1,1,brinquedos,MG,408.450939
SP,161.3,1,boleto,21.4,4550,8000,1,1,esporte_lazer,SP,297.944259
SP,88.45,1,credit_card,63.95,2750,31460,1,1,moveis_decoracao,SP,287.335599
SP,71.63,1,credit_card,11.73,8525,43848,1,1,utilidades_domesticas,SP,14.302579
SP,551.52,1,boleto,11.52,8850,2560,1,1,cama_mesa_banho,SP,200.714433
SP,425.94,1,credit_card,20.05,7600,35340,1,1,beleza_saude,SP,91.963803
SP,171.55,1,credit_card,13.55,335,2992,1,1,relogios_presentes,SP,249.996094
SP,228.63,1,credit_card,34.63,10825,75600,1,1,utilidades_domesticas,SP,127.972019
SP,103.14,1,credit_card,16.24,1383,20000,1,1,cama_mesa_banho,SP,298.396591
SP,61.8,1,credit_card,11.85,400,4275,1,1,cama_mesa_banho,SP,129.601927
SP,52.84,1,credit_card,13.85,1000,4176,1,1,cama_mesa_banho,SP,300.897107
SP,36.49,1,credit_card,11.74,800,10000,1,1,moveis_decoracao,SP,298.729041
SP,22.84,1,credit_card,11.85,100,48000,1,1,moveis_decoracao,SP,299.980315
SP,185.55,1,credit_card,65.65,3450,92400,1,1,esporte_lazer,PR,403.847934
RJ,59.22,1,credit_card,19.32,750,4800,1,1,cama_mesa_banho,SP,587.296569
SP,94.77,1,credit_card,14.87,1383,20000,1,1,cama_mesa_banho,SP,311.516933
RJ,44.23,1,credit_card,15.23,200,352,1,1,relogios_presentes,SP,353.077838
RJ,1348.67,1,credit_card,40.67,1513,22136,1,1,beleza_saude,SP,328.224456
SP,57.24,1,credit_card,12.69,600,5500,1,1,moveis_decoracao,SP,300.578667
RJ,70.11,1,credit_card,14.01,950,9450,1,1,cama_mesa_banho,SP,601.541481
SP,138.33,1,credit_card,18.43,427,3570,1,1,beleza_saude,RJ,357.098066
RJ,68.66,1,credit_card,8.76,550,3920,1,1,beleza_saude,RJ,39.687532
SP,70.05,1,credit_card,12.53,150,3744,1,1,informatica_acessorios,PR,565.162023
RJ,292.22,1,boleto,31.32,600,6000,1,1,beleza_saude,MG,434.557545
SP,162.7,1,boleto,27.8,10250,68413,1,1,utilidades_domesticas,SP,343.573515
SP,128.83,1,credit_card,13.83,1250,30752,1,1,esporte_lazer,SP,363.561913
SP,54.06,1,credit_card,13.71,725,6727,1,1,cama_mesa_banho,SP,310.337993
SP,70.72,1,credit_card,11.73,200,3960,1,1,beleza_saude,SP,79.488519
SP,271.23,1,credit_card,23.75,639,8398,1,1,informatica_acessorios,SP,88.12706
SP,34.75,1,credit_card,11.85,300,4800,1,1,cama_mesa_banho,SP,308.681546
SP,69.96,1,credit_card,13.97,850,21450,1,1,cama_mesa_banho,SP,306.150941
SP,111.19,1,boleto,12.19,283,2808,1,1,relogios_presentes,SP,245.500217
SP,25.15,1,credit_card,7.78,1100,5104,1,1,utilidades_domesticas,SP,13.864695
SP,56.86,1,credit_card,10.96,600,1800,1,1,moveis_decoracao,SP,306.448579
SP,66.01,1,credit_card,16.11,1000,9984,1,1,cama_mesa_banho,RJ,372.376278
SP,139.15,1,boleto,9.26,950,12800,1,1,cama_mesa_banho,SP,28.02232
SP,230.81,1,credit_card,16.91,3350,25444,1,1,cama_mesa_banho,SP,69.747641
SP,247.83,1,credit_card,8.93,300,2704,1,1,relogios_presentes,SP,75.863755
SP,208.55,1,credit_card,8.65,250,1936,1,1,relogios_presentes,SP,13.257946
SP,76.72,1,credit_card,11.73,1600,15625,1,1,utilidades_domesticas,SP,95.1763
SP,569.25,1,credit_card,42.75,2601,22950,1,1,informatica_acessorios,PR,546.964145
SP,60.86,1,credit_card,13.37,1170,5280,1,1,moveis_decoracao,SP,130.9956
SP,25.78,1,credit_card,7.78,217,2652,1,1,utilidades_domesticas,SP,20.154256
SP,279.74,1,credit_card,24.78,771,11320,1,1,esporte_lazer,SP,305.660798
SP,47.68,1,credit_card,7.78,688,3536,1,1,beleza_saude,SP,29.035297
SP,257.34,1,credit_card,17.44,1000,7920,1,1,brinquedos,SP,466.55933
SP,46.39,1,credit_card,7.39,550,5625,1,1,utilidades_domesticas,SP,29.189997
SP,102.92,1,credit_card,7.92,200,640,1,1,relogios_presentes,SP,23.359146
SP,27.52,1,credit_card,7.78,75,5916,1,1,informatica_acessorios,SP,17.610252
RJ,32,1,boleto,15.1,300,3510,1,1,brinquedos,SP,371.045957
RJ,215.98,1,credit_card,16.28,350,1188,1,1,beleza_saude,SP,361.163529
SP,283.86,1,credit_card,23.86,3000,18750,1,1,informatica_acessorios,SP,84.369401
SP,89.38,1,credit_card,12.88,800,2560,1,1,cama_mesa_banho,SP,105.498576
SP,92.8,1,credit_card,12.9,1100,12600,1,1,cama_mesa_banho,SP,341.175659
SP,154.47,1,credit_card,14.97,9750,38808,1,1,utilidades_domesticas,SP,94.250072
SP,216.93,1,credit_card,17.03,2450,11808,1,1,cama_mesa_banho,SP,174.033591
SP,316.4,1,credit_card,46.25,3883,54541,1,1,cama_mesa_banho,SP,292.06099
SP,193.34,1,boleto,31.44,13750,95256,1,1,utilidades_domesticas,SP,16.970399
SP,39.39,1,credit_card,7.39,250,2448,1,1,beleza_saude,SP,27.265833
RJ,127.41,1,boleto,17.51,835,11880,1,1,cama_mesa_banho,SP,579.167916
SP,151.77,1,credit_card,31.87,5775,87584,1,1,cama_mesa_banho,SP,321.603533
SP,46.59,1,boleto,12.69,450,4800,1,1,cama_mesa_banho,SP,300.215157
SP,186.85,1,credit_card,37.35,1250,22440,1,1,beleza_saude,SP,93.563917
SP,66.38,1,credit_card,12.48,1950,40020,1,1,cama_mesa_banho,SP,90.532766
SP,74.31,1,boleto,23.61,600,3456,1,1,utilidades_domesticas,SP,75.245479
SP,86.02,1,credit_card,28.22,400,8192,1,1,moveis_decoracao,PR,334.756716
SP,51.2,1,credit_card,16.54,476,4160,1,1,esporte_lazer,SP,89.606921
SP,57.75,1,boleto,11.85,150,2816,1,1,esporte_lazer,SP,397.349947
SP,38.17,1,credit_card,8.37,575,2240,1,1,utilidades_domesticas,SP,26.36947
SP,63.7,1,credit_card,22.3,1600,63000,1,1,moveis_decoracao,SP,9.216331
RJ,89.48,1,credit_card,9.49,700,9024,1,1,informatica_acessorios,RJ,19.772898
SP,61.75,1,credit_card,11.85,200,2816,1,1,esporte_lazer,SP,152.042243
RJ,175.77,1,boleto,15.87,3200,23625,1,1,cama_mesa_banho,SP,545.774083
SP,116.74,1,credit_card,13.74,1150,5625,1,1,esporte_lazer,SP,297.519257
SP,117.96,1,credit_card,7.64,150,990,1,1,beleza_saude,SP,91.521124
SP,123.34,1,boleto,14.34,975,22747,1,1,esporte_lazer,SP,196.595475
SP,139.11,1,credit_card,14.21,200,4410,1,1,informatica_acessorios,PR,517.069448
SP,418.92,1,boleto,37.18,2066,23188,1,1,informatica_acessorios,MG,450.679314
SP,143.02,1,credit_card,18.12,2500,22050,1,1,moveis_decoracao,PR,722.400033
SP,252.66,1,boleto,43.66,12050,67872,1,1,brinquedos,PR,359.462751
SP,317.3,1,credit_card,17.31,1538,27900,1,1,brinquedos,RJ,516.272594
RJ,198.41,1,credit_card,18.51,1300,31500,1,1,esporte_lazer,SP,550.928934
SP,126.37,1,credit_card,13.37,1625,12789,1,1,esporte_lazer,SP,305.243705
SP,37.16,1,credit_card,8.36,550,1989,1,1,beleza_saude,SP,5.370007
RJ,93.5,1,credit_card,16.51,1538,6156,1,1,beleza_saude,SP,405.54647
RJ,114.27,1,credit_card,9.27,1000,7632,1,1,relogios_presentes,RJ,9.508916
SP,32.43,1,credit_card,7.44,150,1512,1,1,informatica_acessorios,SP,9.745393
SP,22.86,1,credit_card,7.87,100,720,1,1,beleza_saude,SP,75.891801
SP,310.9,1,credit_card,10.91,1075,6188,1,1,beleza_saude,SP,12.682042
SP,126.54,1,credit_card,26.74,2280,18392,1,1,esporte_lazer,SP,355.753314
RJ,86.78,1,boleto,16.88,1400,8000,1,1,cama_mesa_banho,MG,346.259734
SP,68.75,1,boleto,13.75,850,26880,1,1,relogios_presentes,SP,126.727676
SP,41.69,1,credit_card,12.69,400,12500,1,1,brinquedos,SP,45.623528
SP,62.39,1,credit_card,7.39,250,640,1,1,relogios_presentes,SP,84.235513
SP,285.73,1,credit_card,35.83,8400,32760,1,1,moveis_decoracao,PR,332.274916
SP,33.28,1,credit_card,8.29,500,2736,1,1,informatica_acessorios,SP,17.592696
RJ,65.22,1,boleto,15.23,500,6400,1,1,relogios_presentes,SP,351.588571
SP,22.36,1,boleto,7.87,300,5832,1,1,beleza_saude,SP,88.885441
SP,116.23,1,credit_card,16.33,2100,57240,1,1,cama_mesa_banho,SP,140.176906
SP,46.01,1,credit_card,16.11,900,2400,1,1,moveis_decoracao,PR,433.90884
RJ,103.75,1,credit_card,17.85,1175,11025,1,1,cama_mesa_banho,SP,582.137653
SP,37.58,1,credit_card,15.26,200,2340,1,1,informatica_acessorios,MG,489.832248
SP,31.79,1,credit_card,12.79,350,12000,1,1,utilidades_domesticas,SP,245.232886
SP,47.91,1,credit_card,12.91,100,1331,1,1,beleza_saude,SP,276.617504
RJ,150.39,1,credit_card,21.39,10750,58621,1,1,utilidades_domesticas,MG,124.699819
RJ,85.74,1,credit_card,16.25,400,3640,1,1,esporte_lazer,SP,339.737653
SP,157.48,1,credit_card,14.58,599,2240,1,1,beleza_saude,SP,471.98765
RJ,231.88,1,credit_card,33.88,2000,48400,1,1,moveis_decoracao,SP,307.450086
SP,514.6,1,credit_card,14.7,1400,14520,1,1,brinquedos,SP,7.21958
SP,75.03,1,boleto,20.87,1550,13230,1,1,utilidades_domesticas,SP,425.408459
SP,71.07,1,credit_card,13.07,250,352,1,1,relogios_presentes,SP,216.014974
SP,177.2,1,credit_card,19.4,360,4420,1,1,informatica_acessorios,PR,535.574979
SP,85.81,1,boleto,7.81,250,640,1,1,relogios_presentes,SP,71.93486
SP,118.88,1,boleto,28.98,950,11550,1,1,brinquedos,SP,38.50948
SP,209.26,1,credit_card,21.26,1450,20383,1,2,relogios_presentes,SP,107.472743
SP,363.46,1,credit_card,13.47,1500,9000,1,1,brinquedos,SP,8.550814
SP,69.73,1,credit_card,12.74,825,18000,1,1,cama_mesa_banho,SP,112.050733
SP,52.34,1,credit_card,11.85,200,2520,1,1,esporte_lazer,SP,146.455238
SP,54.06,1,credit_card,15.56,1400,5376,1,1,moveis_decoracao,MG,69.250946
RJ,157.02,1,credit_card,37.04,1600,5120,1,1,cama_mesa_banho,SP,581.092998
SP,328.38,1,credit_card,13.41,5650,33696,1,1,beleza_saude,SP,123.727216
SP,74.17,1,credit_card,9.27,500,600,1,1,cama_mesa_banho,SP,29.063418
SP,223.22,1,credit_card,43.42,2000,20000,1,1,informatica_acessorios,MG,491.772461
SP,38.01,1,credit_card,8.11,250,1200,1,1,beleza_saude,SP,144.193428
SP,50.98,1,credit_card,13.08,6150,31008,1,1,moveis_decoracao,SP,53.399334
RJ,102.84,1,credit_card,17.84,1700,4608,1,1,esporte_lazer,SP,522.254436
RJ,58.92,1,credit_card,17.93,1650,21386,1,1,utilidades_domesticas,SP,344.109395
SP,71.02,1,credit_card,11.03,525,9280,1,1,esporte_lazer,SP,114.466161
SP,135.89,1,credit_card,20.99,1300,9000,1,1,cama_mesa_banho,SP,306.749255
SP,72.77,1,credit_card,13.77,750,8000,1,1,utilidades_domesticas,SP,97.826479
SP,158.98,1,credit_card,19.08,50,8000,1,1,esporte_lazer,MG,607.79376
SP,44.75,1,debit_card,11.85,250,2431,1,1,beleza_saude,SP,226.026337
SP,92.79,1,credit_card,13.89,180,2210,1,1,informatica_acessorios,PR,479.936029
RJ,34.1,1,credit_card,15.1,400,3328,1,1,informatica_acessorios,SP,444.98858
RJ,35,1,credit_card,15.1,178,3366,1,1,beleza_saude,SP,613.731298
SP,92.12,1,credit_card,13.13,800,7500,1,1,cama_mesa_banho,SP,292.268179
SP,64.86,1,credit_card,14.88,300,3024,1,1,informatica_acessorios,SP,14.047408
SP,393.09,1,credit_card,15.09,438,2520,1,1,relogios_presentes,SP,262.260509
SP,50.29,1,credit_card,11.29,4400,26208,1,1,utilidades_domesticas,SP,45.545613
RJ,87.64,1,voucher,17.74,950,23625,1,1,cama_mesa_banho,SP,585.012157
SP,31.72,1,credit_card,8.72,1100,4992,1,1,utilidades_domesticas,SP,5.971735
SP,138.03,1,credit_card,11.51,2000,5760,1,1,beleza_saude,SP,14.135944
SP,795.95,1,boleto,60.15,3680,20684,2,1,informatica_acessorios,MG,440.961096
RJ,165.71,1,credit_card,15.81,1400,15876,1,1,esporte_lazer,SP,316.637289
SP,42.77,1,credit_card,7.78,200,2560,1,1,informatica_acessorios,SP,47.541112
RJ,73.76,1,credit_card,18.49,350,6580,1,1,cama_mesa_banho,SP,585.684481
SP,85.81,1,credit_card,7.81,250,640,1,1,relogios_presentes,SP,21.24514
SP,523.98,1,credit_card,23.99,1950,21840,1,1,brinquedos,RJ,514.694469
SP,139.1,1,debit_card,14.21,194,4725,1,1,informatica_acessorios,PR,470.621158
SP,31.77,1,credit_card,7.78,100,4500,1,1,beleza_saude,SP,15.133418
RJ,61.46,1,credit_card,15.56,1000,2400,1,1,moveis_decoracao,SP,622.137039
RJ,67.5,1,credit_card,17.6,1300,6450,1,1,cama_mesa_banho,MG,233.388318
SP,150.56,1,boleto,16.57,2700,16632,1,1,cama_mesa_banho,SP,300.56563
RJ,185.82,1,credit_card,16.02,300,2112,1,1,beleza_saude,RJ,7.427616
RJ,120.09,1,boleto,20.19,900,13500,1,1,esporte_lazer,SP,352.007488
SP,234.62,1,boleto,15.62,342,3510,1,1,relogios_presentes,SP,303.378895
SP,111.82,1,credit_card,12.82,1150,23166,1,1,beleza_saude,PR,581.344015
SP,206.63,1,credit_card,16.63,8600,31500,1,1,utilidades_domesticas,SP,3.725733
SP,31.77,1,credit_card,7.78,100,4500,1,1,beleza_saude,SP,28.886283
SP,117.9,1,credit_card,0,584,2288,1,1,relogios_presentes,SP,287.584679
SP,110.18,1,boleto,12.19,200,2100,1,1,relogios_presentes,SP,404.39275
SP,72.66,1,credit_card,12.76,600,6156,1,1,utilidades_domesticas,SP,554.629462
RJ,195.79,1,credit_card,62.9,2500,74400,1,1,brinquedos,SP,324.105259
RJ,55.07,1,credit_card,15.1,400,10764,1,1,cama_mesa_banho,MG,363.409523
SP,61.72,1,debit_card,11.73,3900,38610,1,1,brinquedos,SP,42.621497
SP,229.72,1,credit_card,9.73,600,42000,1,1,beleza_saude,SP,10.572347
SP,178.59,1,credit_card,13.59,335,2992,1,1,relogios_presentes,SP,312.060899
SP,186.6,1,credit_card,28.6,400,1760,1,1,informatica_acessorios,MG,466.82867
SP,197.51,1,credit_card,17.51,1900,32400,1,1,esporte_lazer,PR,340.649698
SP,65.24,1,credit_card,17.44,600,31050,1,1,utilidades_domesticas,SP,40.42336
SP,83.37,1,boleto,14.57,950,6000,1,1,cama_mesa_banho,SP,240.874273
SP,46.15,1,credit_card,11.15,1250,15680,1,1,utilidades_domesticas,SP,33.969357
SP,57.82,1,boleto,16.32,570,22176,1,1,esporte_lazer,MG,501.115894
SP,82.98,1,credit_card,13.08,2600,15000,1,1,moveis_decoracao,SP,21.73656
SP,30.75,1,credit_card,11.85,145,1872,1,1,informatica_acessorios,SP,136.567475
SP,245.94,1,boleto,76.14,5100,39984,1,1,informatica_acessorios,SP,229.878269
SP,88.08,1,credit_card,13.08,2600,15000,1,1,moveis_decoracao,SP,7.339709
SP,106.16,1,credit_card,16.26,1383,20000,1,1,cama_mesa_banho,SP,306.475309
SP,315.26,1,credit_card,16.26,500,4096,1,1,informatica_acessorios,PR,791.623827
SP,96.8,1,credit_card,11.8,3100,32760,1,1,utilidades_domesticas,SP,31.215215
RJ,116.85,1,credit_card,16.95,750,9900,1,1,moveis_decoracao,SP,309.10904
SP,69.33,1,boleto,9.34,1400,45000,1,1,moveis_decoracao,SP,10.886008
SP,31.77,1,boleto,7.78,100,4500,1,1,beleza_saude,SP,30.867681
RJ,33.48,1,credit_card,11.98,1338,3864,1,1,esporte_lazer,RJ,15.159178
SP,270.13,1,credit_card,33.13,4633,101360,1,1,cama_mesa_banho,SP,5.069105
SP,164.32,1,credit_card,8.35,363,3042,1,1,relogios_presentes,SP,101.482838
SP,53.99,1,boleto,9.09,400,600,1,1,cama_mesa_banho,SP,159.356808
SP,158.74,1,credit_card,23.75,1150,16000,1,1,esporte_lazer,PR,727.786164
SP,98.54,1,boleto,26.74,2300,55738,1,1,utilidades_domesticas,SP,62.843058
SP,33.75,1,credit_card,11.85,300,4800,1,1,cama_mesa_banho,SP,176.704788
SP,70.97,1,credit_card,13.98,850,18000,1,1,cama_mesa_banho,SP,300.589736
SP,73.73,1,credit_card,11.73,1400,27000,1,1,utilidades_domesticas,SP,94.79042
SP,87.32,1,credit_card,7.42,150,4096,1,1,informatica_acessorios,SP,84.04464
SP,297.14,1,credit_card,18.14,1100,18000,1,1,moveis_decoracao,PR,357.811089
SP,86.15,1,credit_card,16.25,925,36036,1,1,esporte_lazer,MG,534.36976
SP,541.42,1,boleto,29.62,2600,24000,1,1,informatica_acessorios,PR,503.740169
SP,184.95,1,credit_card,25.95,2950,8000,1,1,informatica_acessorios,PR,701.812317
SP,72.75,1,credit_card,12.76,1450,13500,1,1,cama_mesa_banho,SP,295.787125
SP,76.05,1,credit_card,11.06,200,3960,1,1,beleza_saude,SP,212.405855
RJ,76.08,1,credit_card,16.18,800,12716,1,1,cama_mesa_banho,SP,495.071071
SP,47.68,1,credit_card,7.78,200,1638,1,1,utilidades_domesticas,SP,56.687621
SP,189.59,1,boleto,44.7,1450,20925,1,2,brinquedos,SP,139.795007
SP,95,1,credit_card,13.01,207,2652,1,1,informatica_acessorios,SP,596.375996
SP,157.13,1,credit_card,27.23,8050,34596,1,1,moveis_decoracao,MG,487.05907
RJ,399.99,1,credit_card,50,5300,34263,1,1,moveis_decoracao,PR,872.840753
SP,188.78,1,boleto,13.88,308,2112,1,1,relogios_presentes,SP,330.258914
SP,129.06,1,credit_card,14.16,1211,13200,1,1,esporte_lazer,SP,250.987215
SP,31.77,1,credit_card,7.78,100,4500,1,1,beleza_saude,SP,23.216371
SP,99.44,1,boleto,9.44,900,9744,1,1,informatica_acessorios,SP,80.371795
SP,103.58,1,credit_card,25.58,1150,3420,1,1,cama_mesa_banho,SP,183.064105
SP,156.46,1,credit_card,18.46,2000,3584,1,1,utilidades_domesticas,SP,81.109451
RJ,297.62,1,boleto,17.72,800,34656,1,1,brinquedos,SP,474.481999
RJ,187.53,1,credit_card,17.63,140,4312,1,1,informatica_acessorios,PR,884.78275
SP,98.16,1,boleto,8.98,750,18375,1,1,utilidades_domesticas,SP,46.948243
SP,178.26,1,credit_card,16.76,2200,21385,1,1,cama_mesa_banho,SP,302.365489
SP,56.49,1,boleto,13.6,742,34336,1,1,brinquedos,SP,112.408741
SP,88.9,1,credit_card,8.91,250,3960,1,1,beleza_saude,SP,18.95829
SP,121.04,1,credit_card,16.04,5300,31360,1,1,utilidades_domesticas,SP,15.955903
SP,29.75,1,credit_card,11.85,300,9600,1,1,moveis_decoracao,SP,198.864508
SP,365.68,1,boleto,31.72,900,12376,1,1,informatica_acessorios,SP,84.665981
SP,79.23,1,credit_card,9.24,650,7680,1,1,esporte_lazer,SP,19.783223
SP,42.38,1,credit_card,7.39,150,832,1,1,informatica_acessorios,SP,16.839336
SP,299.18,1,debit_card,10.18,450,578,1,1,informatica_acessorios,SP,162.901592
SP,237,1,credit_card,14,357,3264,1,1,relogios_presentes,SP,304.847224
SP,187.67,1,credit_card,22.87,2875,25080,1,1,cama_mesa_banho,SP,169.106589
SP,218.98,1,credit_card,18.99,425,1728,1,1,relogios_presentes,RJ,311.939302
SP,110.54,1,credit_card,35.54,800,14030,1,1,utilidades_domesticas,SP,401.71636
RJ,142.27,1,debit_card,22.77,200,4410,1,1,informatica_acessorios,PR,881.899807
SP,237.4,1,credit_card,10.4,444,4480,1,1,relogios_presentes,SP,95.798675
SP,117.96,1,credit_card,7.64,150,990,1,1,beleza_saude,SP,99.470088
SP,76.73,1,credit_card,11.73,1050,11616,1,1,moveis_decoracao,SP,13.673813
SP,165.8,1,credit_card,15.81,900,8800,1,1,brinquedos,RJ,363.032759
SP,33.75,1,boleto,11.85,2700,6480,1,1,informatica_acessorios,SP,230.356338
SP,48.72,1,credit_card,8.82,450,12000,1,1,esporte_lazer,SP,77.761786
SP,109.4,1,credit_card,14.41,1400,8000,1,1,brinquedos,RJ,352.862381
SP,31.33,1,credit_card,7.43,250,2560,1,1,esporte_lazer,SP,13.895669
SP,528.87,1,credit_card,25.53,9900,44460,1,1,beleza_saude,SP,84.694732
RJ,141.82,1,credit_card,21.92,2850,24960,1,1,brinquedos,SP,379.155942
RJ,40.25,1,credit_card,18.25,300,2448,1,1,beleza_saude,SP,363.621905
SP,104.85,1,credit_card,13.3,250,1650,1,1,beleza_saude,SP,99.984919
SP,43.62,1,credit_card,8.72,600,12167,1,1,esporte_lazer,SP,79.580433
SP,129.59,1,credit_card,24,660,4109,1,1,esporte_lazer,SP,179.49652
